行	型	該当	本文
c107-1	数詞＋助数詞	9月	その年の9月、船の無線長だった久保山愛吉さんが亡くなっている。
c107-1	§6の語（9.11）	無線	その年の9月、船の無線長だった久保山愛吉さんが亡くなっている。
c107-1	§6の語（テネリフェ）	無線	その年の9月、船の無線長だった久保山愛吉さんが亡くなっている。
c107-1	EL_YOMI 既存	久保山愛吉→久保山あいきち×1	その年の9月、船の無線長だった久保山愛吉さんが亡くなっている。
c107-1	EL_YOMI 既存	9月→くがつ×1	その年の9月、船の無線長だった久保山愛吉さんが亡くなっている。
c107-2	文頭の数字	4	40歳だった。
c107-2	同形異音語（実績）	歳	40歳だった。
c107-2	EL_YOMI 既存	40歳→よんじゅっさい×1	40歳だった。
c108-1	同形異音語（一般）	上	灰が降ったのは、船の上だけではない。
c108-2	同形異音語（一般）	人	東の島々でも、住民239人とアメリカ兵28人が、灰の放射線を浴びた。
c108-2	同形異音語（一般）	人	東の島々でも、住民239人とアメリカ兵28人が、灰の放射線を浴びた。
c108-2	数詞＋助数詞	239人	東の島々でも、住民239人とアメリカ兵28人が、灰の放射線を浴びた。
c108-2	数詞＋助数詞	28人	東の島々でも、住民239人とアメリカ兵28人が、灰の放射線を浴びた。
c108-2	EL_YOMI 既存	アメリカ兵28人→アメリカ兵 にじゅうはちにん×1	東の島々でも、住民239人とアメリカ兵28人が、灰の放射線を浴びた。
c108-2	EL_YOMI 既存	住民239人→住民二百三十九人×1	東の島々でも、住民239人とアメリカ兵28人が、灰の放射線を浴びた。
c109-1	EL_YOMI 既存	二つ→ふたつ×1	この動画が追いかける問いは、二つある。
c109-3	同形異音語（一般）	人	ふたつ。何が、灰を人の住む島へ運んだのか。
c110-1	同形異音語（一般）	人	よく語られる答えは、撃つ前の夜、高さ6キロの風が人の住む島へ向かっていたことだ。
c110-1	EL_YOMI 既存	6キロ→ろくキロ×1	よく語られる答えは、撃つ前の夜、高さ6キロの風が人の住む島へ向かっていたことだ。
c110-3	数詞＋助数詞	2013年	だが、2013年の報告書は、違う答えを出している。
c110-3	§6の語（コロンビア号）	報告書	だが、2013年の報告書は、違う答えを出している。
c110-3	EL_YOMI 既存	2013年→にせんじゅうさんねん×1	だが、2013年の報告書は、違う答えを出している。
c111-1	§6の語（コロンビア号）	報告書	この動画は、アメリカ政府の報告書を、英語の原文で読んで作っている。
c111-2	数詞＋助数詞	1982年	国防総省の機関が1982年と2013年にまとめた2冊と、医師団の報告書である。
c111-2	数詞＋助数詞	2013年	国防総省の機関が1982年と2013年にまとめた2冊と、医師団の報告書である。
c111-2	§6の語（9.11）	国防総省	国防総省の機関が1982年と2013年にまとめた2冊と、医師団の報告書である。
c111-2	§6の語（コロンビア号）	国防総省	国防総省の機関が1982年と2013年にまとめた2冊と、医師団の報告書である。
c111-2	§6の語（コロンビア号）	報告書	国防総省の機関が1982年と2013年にまとめた2冊と、医師団の報告書である。
c111-2	EL_YOMI 既存	1982年と2013年→せんきゅうひゃくはちじゅうにねんと にせんじゅうさんねん×1	国防総省の機関が1982年と2013年にまとめた2冊と、医師団の報告書である。
c111-2	EL_YOMI 既存	まとめた2冊→まとめた にさつ×1	国防総省の機関が1982年と2013年にまとめた2冊と、医師団の報告書である。
c111-3	同形異音語（実績）	側	日本側の出来事は、日本政府の当時の記録と、国会の議事録で確かめた。
c111-3	同形異音語（一般）	事	日本側の出来事は、日本政府の当時の記録と、国会の議事録で確かめた。
c112-2	同形異音語（一般）	日	ビキニは日付変更線の西にあるので、アメリカ本土では、まだ2月28日だった。
c112-2	数詞＋助数詞	2月	ビキニは日付変更線の西にあるので、アメリカ本土では、まだ2月28日だった。
c112-2	数詞＋助数詞	28日	ビキニは日付変更線の西にあるので、アメリカ本土では、まだ2月28日だった。
c112-2	EL_YOMI 既存	まだ2月28日→まだ にがつ にじゅうはちにち×1	ビキニは日付変更線の西にあるので、アメリカ本土では、まだ2月28日だった。
c112-3	同形異音語（一般）	日	公式の実験の一覧も、世界の標準時で2月28日と記している。
c112-3	数詞＋助数詞	2月	公式の実験の一覧も、世界の標準時で2月28日と記している。
c112-3	数詞＋助数詞	28日	公式の実験の一覧も、世界の標準時で2月28日と記している。
c112-3	EL_YOMI 既存	標準時で2月28日→標準時で二月二十八日×1	公式の実験の一覧も、世界の標準時で2月28日と記している。
c113-1	鉤括弧	「	爆発したのは、「シュリンプ」と呼ばれた装置である。
c113-1	鉤括弧	」	爆発したのは、「シュリンプ」と呼ばれた装置である。
c114-2	同形異音語（実績）	話	話は、水素爆弾という兵器が生まれたところから始まる。
c114-2	同形異音語（一般）	生	話は、水素爆弾という兵器が生まれたところから始まる。
c201-1	同形異音語（実績）	話	話を、少しさかのぼる。
c201-2	数詞＋助数詞	1950年	アメリカで水素爆弾の開発が始まったのは、1950年のことだった。
c201-2	EL_YOMI 既存	1950年→せんきゅうひゃくごじゅうねん×1	アメリカで水素爆弾の開発が始まったのは、1950年のことだった。
c203-3	鉤括弧	「	太陽が光り続けているのも、この「核融合」の力である。
c203-3	鉤括弧	」	太陽が光り続けているのも、この「核融合」の力である。
c204-1	§6の語（コロンビア号）	温度	ただ、原子どうしをくっつけるには、とてつもない温度と圧力がいる。
c204-1	§6の語（コロンビア号）	圧力	ただ、原子どうしをくっつけるには、とてつもない温度と圧力がいる。
c205-1	同形異音語（一般）	日	アメリカは1952年11月1日、この仕組みで「マイク」という装置を爆発させた。
c205-1	数詞＋助数詞	1952年	アメリカは1952年11月1日、この仕組みで「マイク」という装置を爆発させた。
c205-1	数詞＋助数詞	11月	アメリカは1952年11月1日、この仕組みで「マイク」という装置を爆発させた。
c205-1	数詞＋助数詞	1日	アメリカは1952年11月1日、この仕組みで「マイク」という装置を爆発させた。
c205-1	鉤括弧	「	アメリカは1952年11月1日、この仕組みで「マイク」という装置を爆発させた。
c205-1	鉤括弧	」	アメリカは1952年11月1日、この仕組みで「マイク」という装置を爆発させた。
c205-1	EL_YOMI 既存	1952年→せんきゅうひゃくごじゅうにねん×1	アメリカは1952年11月1日、この仕組みで「マイク」という装置を爆発させた。
c205-1	EL_YOMI 既存	11月1日→じゅういちがつついたち×1	アメリカは1952年11月1日、この仕組みで「マイク」という装置を爆発させた。
c205-2	英字・記号	TNT	威力は、TNT火薬に直して1040万トンぶん。
c205-2	EL_YOMI 既存	1040万トン→せんよんじゅうまんトン×1	威力は、TNT火薬に直して1040万トンぶん。
c206-1	§6の語（コロンビア号）	温度	ただ、マイクの燃料は、とても低い温度で冷やして、液体にしておく必要があった。
c206-2	同形異音語（一般）	物	冷やす設備も要り、装置は3階建ての建物を占めた。
c206-2	数詞＋助数詞	3階	冷やす設備も要り、装置は3階建ての建物を占めた。
c206-2	§6の語（三豊百貨店）	階	冷やす設備も要り、装置は3階建ての建物を占めた。
c206-2	EL_YOMI 既存	3階建て→さんがいだて×1	冷やす設備も要り、装置は3階建ての建物を占めた。
c207-1	§6の語（コロンビア号）	報告書	報告書は、マイクのことをこう書いている。
c208-2	数詞＋助数詞	1954年	それを試すのが、1954年春の「キャッスル作戦」だった。
c208-2	鉤括弧	「	それを試すのが、1954年春の「キャッスル作戦」だった。
c208-2	鉤括弧	」	それを試すのが、1954年春の「キャッスル作戦」だった。
c208-2	EL_YOMI 既存	1954年春→せんきゅうひゃくごじゅうよねん春×1	それを試すのが、1954年春の「キャッスル作戦」だった。
c209-1	数詞＋助数詞	3月	作戦では、3月から5月までに、6回の爆発が行われた。
c209-1	数詞＋助数詞	5月	作戦では、3月から5月までに、6回の爆発が行われた。
c209-1	数詞＋助数詞	6回	作戦では、3月から5月までに、6回の爆発が行われた。
c209-1	EL_YOMI 既存	3月→さんがつ×1	作戦では、3月から5月までに、6回の爆発が行われた。
c209-1	EL_YOMI 既存	5月→ごがつ×1	作戦では、3月から5月までに、6回の爆発が行われた。
c209-1	EL_YOMI 既存	6回→ろっかい×1	作戦では、3月から5月までに、6回の爆発が行われた。
c209-2	文頭の数字	5	5回がビキニ環礁、1回がエニウェトク環礁である。
c209-2	数詞＋助数詞	5回	5回がビキニ環礁、1回がエニウェトク環礁である。
c209-2	数詞＋助数詞	1回	5回がビキニ環礁、1回がエニウェトク環礁である。
c209-2	EL_YOMI 既存	1回→いっかい×1	5回がビキニ環礁、1回がエニウェトク環礁である。
c209-2	EL_YOMI 既存	5回→ごかい×1	5回がビキニ環礁、1回がエニウェトク環礁である。
c210-1	文頭の数字	6	6回のうち3回は、TNT火薬に直して1000万トンを超えた。
c210-1	数詞＋助数詞	6回	6回のうち3回は、TNT火薬に直して1000万トンを超えた。
c210-1	数詞＋助数詞	3回	6回のうち3回は、TNT火薬に直して1000万トンを超えた。
c210-1	英字・記号	TNT	6回のうち3回は、TNT火薬に直して1000万トンを超えた。
c210-1	EL_YOMI 既存	1000万トン→いっせんまんトン×1	6回のうち3回は、TNT火薬に直して1000万トンを超えた。
c210-1	EL_YOMI 既存	3回→さんかい×1	6回のうち3回は、TNT火薬に直して1000万トンを超えた。
c210-1	EL_YOMI 既存	6回→ろっかい×1	6回のうち3回は、TNT火薬に直して1000万トンを超えた。
c210-2	同形異音語（一般）	日	その最初の1回が、3月1日の「ブラボー」である。
c210-2	数詞＋助数詞	1回	その最初の1回が、3月1日の「ブラボー」である。
c210-2	数詞＋助数詞	3月	その最初の1回が、3月1日の「ブラボー」である。
c210-2	数詞＋助数詞	1日	その最初の1回が、3月1日の「ブラボー」である。
c210-2	鉤括弧	「	その最初の1回が、3月1日の「ブラボー」である。
c210-2	鉤括弧	」	その最初の1回が、3月1日の「ブラボー」である。
c210-2	EL_YOMI 既存	3月1日→さんがつついたち×1	その最初の1回が、3月1日の「ブラボー」である。
c210-2	EL_YOMI 既存	1回→いっかい×1	その最初の1回が、3月1日の「ブラボー」である。
c211-1	§6の語（9.11）	委員会	実験を行ったのは、軍と、核兵器を受けもつ国の原子力委員会がつくった部隊。
c211-1	§6の語（コロンビア号）	委員会	実験を行ったのは、軍と、核兵器を受けもつ国の原子力委員会がつくった部隊。
c211-1	§6の語（テネリフェ）	行った	実験を行ったのは、軍と、核兵器を受けもつ国の原子力委員会がつくった部隊。
c211-2	同形異音語（一般）	人	放射線の量を記録するバッジを配られた人だけで、1万人を超えていた。
c211-2	同形異音語（一般）	人	放射線の量を記録するバッジを配られた人だけで、1万人を超えていた。
c211-2	EL_YOMI 既存	1万人→いちまんにん×1	放射線の量を記録するバッジを配られた人だけで、1万人を超えていた。
c211-3	EL_YOMI 既存	第7→だいなな×1	部隊の名前は、第7合同任務部隊という。
c212-2	鉤括弧	「	サンゴの小さな島が輪のようにつらなる、「環礁」という地形の島々である。
c212-2	鉤括弧	」	サンゴの小さな島が輪のようにつらなる、「環礁」という地形の島々である。
c213-1	数詞＋助数詞	2つ	使われたのは、ビキニとエニウェトクの2つの環礁。
c213-1	EL_YOMI 既存	2つ→ふたつ×1	使われたのは、ビキニとエニウェトクの2つの環礁。
c213-2	数詞＋助数詞	1946年	ビキニでは1946年の夏にも、原子爆弾の実験が2回行われている。
c213-2	数詞＋助数詞	2回	ビキニでは1946年の夏にも、原子爆弾の実験が2回行われている。
c213-2	EL_YOMI 既存	実験が2回行われ→実験が にかい行われ×1	ビキニでは1946年の夏にも、原子爆弾の実験が2回行われている。
c213-2	EL_YOMI 既存	1946年→せんきゅうひゃくよんじゅうろくねん×1	ビキニでは1946年の夏にも、原子爆弾の実験が2回行われている。
c214-2	同形異音語（一般）	上	サンゴ礁の上に建てた、小さな建物の中である。
c214-2	同形異音語（一般）	物	サンゴ礁の上に建てた、小さな建物の中である。
c214-3	同形異音語（一般）	日	据えつけが終わったのは2月22日。空ではなく、地面の上で爆発させる実験だった。
c214-3	同形異音語（一般）	上	据えつけが終わったのは2月22日。空ではなく、地面の上で爆発させる実験だった。
c214-3	数詞＋助数詞	2月	据えつけが終わったのは2月22日。空ではなく、地面の上で爆発させる実験だった。
c214-3	数詞＋助数詞	22日	据えつけが終わったのは2月22日。空ではなく、地面の上で爆発させる実験だった。
c214-3	EL_YOMI 既存	終わったのは2月22日→終わったのは にがつ にじゅうににち×1	据えつけが終わったのは2月22日。空ではなく、地面の上で爆発させる実験だった。
c215-2	§6の語（9.11）	国防総省	国防総省の実験だけで、29の計画が動いていた。
c215-2	§6の語（コロンビア号）	国防総省	国防総省の実験だけで、29の計画が動いていた。
c215-2	EL_YOMI 既存	国防総省の実験→こくぼうそうしょうの実験×1	国防総省の実験だけで、29の計画が動いていた。
c215-2	EL_YOMI 既存	29の→にじゅうきゅうの×1	国防総省の実験だけで、29の計画が動いていた。
c217-2	§6の語（9.11）	委員会	それでも、原子力委員会の研究所が、ロンゲリックやマジュロなどの島に、
c217-2	§6の語（コロンビア号）	委員会	それでも、原子力委員会の研究所が、ロンゲリックやマジュロなどの島に、
c218-1	文頭の数字	3	3月1日に試される装置は、ロスアラモス科学研究所が作った。
c218-1	1モーラ語＋助詞	日に	3月1日に試される装置は、ロスアラモス科学研究所が作った。
c218-1	同形異音語（一般）	日	3月1日に試される装置は、ロスアラモス科学研究所が作った。
c218-1	数詞＋助数詞	3月	3月1日に試される装置は、ロスアラモス科学研究所が作った。
c218-1	数詞＋助数詞	1日	3月1日に試される装置は、ロスアラモス科学研究所が作った。
c218-1	EL_YOMI 既存	3月1日→さんがつついたち×1	3月1日に試される装置は、ロスアラモス科学研究所が作った。
c218-2	同形異音語（一般）	日	天気の条件がよければ、その日に爆発させる予定だった。
c302-2	鉤括弧	「	重い水素と、リチウムという軽い金属を結びつけた、「重水素化リチウム」である。
c302-2	鉤括弧	」	重い水素と、リチウムという軽い金属を結びつけた、「重水素化リチウム」である。
c302-2	EL_YOMI 既存	重水素化→じゅうすいそか×1	重い水素と、リチウムという軽い金属を結びつけた、「重水素化リチウム」である。
c303-2	鉤括弧	「	燃料が固体のこの型は、「乾式」の水爆と呼ばれる。
c303-2	鉤括弧	」	燃料が固体のこの型は、「乾式」の水爆と呼ばれる。
c304-1	数詞＋助数詞	2つ	リチウムには、重さの違う2つの種類がある。リチウム6と、リチウム7だ。
c304-1	EL_YOMI 既存	リチウム6→リチウムろく×1	リチウムには、重さの違う2つの種類がある。リチウム6と、リチウム7だ。
c304-1	EL_YOMI 既存	リチウム7→リチウムなな×1	リチウムには、重さの違う2つの種類がある。リチウム6と、リチウム7だ。
c304-1	EL_YOMI 既存	2つ→ふたつ×1	リチウムには、重さの違う2つの種類がある。リチウム6と、リチウム7だ。
c304-2	EL_YOMI 既存	リチウム6→リチウムろく×1	天然のリチウムは、ほとんどがリチウム7で、リチウム6はわずかだ。
c304-2	EL_YOMI 既存	リチウム7→リチウムなな×1	天然のリチウムは、ほとんどがリチウム7で、リチウム6はわずかだ。
c305-1	同形異音語（一般）	生	リチウム6は、中性子という粒を受けると、三重水素という燃料を生む。
c305-1	§6の語（SL-1）	中性子	リチウム6は、中性子という粒を受けると、三重水素という燃料を生む。
c305-1	EL_YOMI 既存	リチウム6→リチウムろく×1	リチウム6は、中性子という粒を受けると、三重水素という燃料を生む。
c305-1	EL_YOMI 既存	三重水素→さんじゅうすいそ×1	リチウム6は、中性子という粒を受けると、三重水素という燃料を生む。
c305-2	EL_YOMI 既存	リチウム6→リチウムろく×1	爆弾の中で燃料をつくるには、このリチウム6が要ると考えられていた。
c306-1	同形異音語（実績）	方	一方、数の多いリチウム7は、どう見られていたか。
c306-1	EL_YOMI 既存	リチウム7→リチウムなな×1	一方、数の多いリチウム7は、どう見られていたか。
c306-2	EL_YOMI 既存	リチウム6→リチウムろく×1	実験の前は、リチウム6や液体の重い水素より、ずっと劣る燃料と見られていた。
c307-1	鉤括弧	「	こうして作られたブラボーの装置は、「シュリンプ」と呼ばれた。
c307-1	鉤括弧	」	こうして作られたブラボーの装置は、「シュリンプ」と呼ばれた。
c308-1	§6の語（コロンビア号）	報告書	報告書は、この装置を、兵器そのものではないとしたうえで、こう書いている。
c309-1	同形異音語（一般）	日	ただ、この日は飛行機から落とさず、あの小さな建物の中で爆発させた。
c309-1	同形異音語（一般）	物	ただ、この日は飛行機から落とさず、あの小さな建物の中で爆発させた。
c310-2	英字・記号	TNT	予想の幅は、TNT火薬に直して400万トンから800万トンぶん。
c310-2	EL_YOMI 既存	から800万トン→から はっぴゃくまんトン×1	予想の幅は、TNT火薬に直して400万トンから800万トンぶん。
c310-2	EL_YOMI 既存	400万トン→よんひゃくまんトン×1	予想の幅は、TNT火薬に直して400万トンから800万トンぶん。
c311-1	EL_YOMI 既存	600万トン→ろっぴゃくまんトン×1	いちばんありそうな値は、600万トンとされていた。
c311-2	EL_YOMI 既存	1500万トン→せんごひゃくまんトン×1	実際の威力は、1500万トンにのぼった。
c312-1	小数	2.5	いちばんありそうな値と比べると、2.5倍にあたる。
c312-1	数詞＋助数詞	5倍	いちばんありそうな値と比べると、2.5倍にあたる。
c312-1	EL_YOMI 既存	2.5倍→にてんごばい×1	いちばんありそうな値と比べると、2.5倍にあたる。
c312-2	同形異音語（一般）	上	予想の幅のいちばん上と比べても、2倍近い大きさである。
c312-2	数詞＋助数詞	2倍	予想の幅のいちばん上と比べても、2倍近い大きさである。
c312-2	EL_YOMI 既存	2倍近い→にばい近い×1	予想の幅のいちばん上と比べても、2倍近い大きさである。
c313-2	数詞＋助数詞	4か月	実験の4か月あまりのち、研究所の担当者は、国の委員会でこう説明した。
c313-2	§6の語（9.11）	委員会	実験の4か月あまりのち、研究所の担当者は、国の委員会でこう説明した。
c313-2	§6の語（コロンビア号）	委員会	実験の4か月あまりのち、研究所の担当者は、国の委員会でこう説明した。
c313-2	EL_YOMI 既存	4か月→よんかげつ×1	実験の4か月あまりのち、研究所の担当者は、国の委員会でこう説明した。
c314-1	同形異音語（一般）	上	燃料として劣ると見ていたリチウム7が、核反応で、思った以上に働いたのだ、と。
c314-1	EL_YOMI 既存	リチウム7→リチウムなな×1	燃料として劣ると見ていたリチウム7が、核反応で、思った以上に働いたのだ、と。
c314-2	§6の語（SL-1）	中性子	速い中性子が当たれば、リチウム7からも三重水素ができる。
c314-2	EL_YOMI 既存	リチウム7→リチウムなな×1	速い中性子が当たれば、リチウム7からも三重水素ができる。
c314-2	EL_YOMI 既存	三重水素→さんじゅうすいそ×1	速い中性子が当たれば、リチウム7からも三重水素ができる。
c315-2	同形異音語（実績）	話	担当者は、作戦のほとんどの回で、そうだったと話している。
c316-1	鉤括弧	「	「リチウム7の見込み違い」は、威力が大きすぎた理由として広く語られる。
c316-1	鉤括弧	」	「リチウム7の見込み違い」は、威力が大きすぎた理由として広く語られる。
c316-1	EL_YOMI 既存	リチウム7→リチウムなな×1	「リチウム7の見込み違い」は、威力が大きすぎた理由として広く語られる。
c317-1	同形異音語（一般）	人	ところが2024年、同じロスアラモスの研究者2人が、論文にこう書いた。
c317-1	数詞＋助数詞	2024年	ところが2024年、同じロスアラモスの研究者2人が、論文にこう書いた。
c317-1	数詞＋助数詞	2人	ところが2024年、同じロスアラモスの研究者2人が、論文にこう書いた。
c317-1	EL_YOMI 既存	ところが2024年→ところが にせんにじゅうよねん×1	ところが2024年、同じロスアラモスの研究者2人が、論文にこう書いた。
c317-1	EL_YOMI 既存	2人→ふたり×1	ところが2024年、同じロスアラモスの研究者2人が、論文にこう書いた。
c317-2	EL_YOMI 既存	リチウム7→リチウムなな×1	リチウム7の見込み違い説は、誤りである
c318-1	文頭の数字	7	70年あまりたったいまも、その説明は一つにそろっていない。
c318-1	同形異音語（一般）	一	70年あまりたったいまも、その説明は一つにそろっていない。
c318-1	数詞＋助数詞	70年	70年あまりたったいまも、その説明は一つにそろっていない。
c318-1	EL_YOMI 既存	70年→ななじゅうねん×1	70年あまりたったいまも、その説明は一つにそろっていない。
c318-1	EL_YOMI 既存	一つ→ひとつ×1	70年あまりたったいまも、その説明は一つにそろっていない。
c318-2	数詞＋助数詞	2024年	当時からの説明と、2024年の論文とが、食い違ったままである。
c318-2	EL_YOMI 既存	2024年→にせんにじゅうよねん×1	当時からの説明と、2024年の論文とが、食い違ったままである。
c319-1	同形異音語（実績）	話	もう一つ、よく語られる話がある。
c319-1	同形異音語（一般）	一	もう一つ、よく語られる話がある。
c319-1	EL_YOMI 既存	一つ→ひとつ×1	もう一つ、よく語られる話がある。
c319-2	文頭の数字	1	1500万トンという威力は、誰も考えていなかった、というものだ。
c319-2	EL_YOMI 既存	1500万トン→せんごひゃくまんトン×1	1500万トンという威力は、誰も考えていなかった、というものだ。
c320-1	数詞＋助数詞	2013年	だが、2013年に国防総省の機関がまとめた報告書は、違うことを書いている。
c320-1	§6の語（9.11）	国防総省	だが、2013年に国防総省の機関がまとめた報告書は、違うことを書いている。
c320-1	§6の語（コロンビア号）	国防総省	だが、2013年に国防総省の機関がまとめた報告書は、違うことを書いている。
c320-1	§6の語（コロンビア号）	報告書	だが、2013年に国防総省の機関がまとめた報告書は、違うことを書いている。
c320-1	EL_YOMI 既存	2013年→にせんじゅうさんねん×1	だが、2013年に国防総省の機関がまとめた報告書は、違うことを書いている。
c320-2	EL_YOMI 既存	1500万トン→せんごひゃくまんトン×1	研究所は、起きるとは見ないが備える上限を、1500万トン規模と計算していた。
c320-3	同形異音語（一般）	日	その数字は、2月18日の電報で、現地に伝えられていた。
c320-3	数詞＋助数詞	2月	その数字は、2月18日の電報で、現地に伝えられていた。
c320-3	数詞＋助数詞	18日	その数字は、2月18日の電報で、現地に伝えられていた。
c320-3	EL_YOMI 既存	2月18日→にがつじゅうはちにち×1	その数字は、2月18日の電報で、現地に伝えられていた。
c321-2	数詞＋助数詞	12月	科学の責任者は前年12月、さらに大きい威力を考え、飛行機を離す距離を指示していた。
c321-2	EL_YOMI 既存	12月→じゅうにがつ×1	科学の責任者は前年12月、さらに大きい威力を考え、飛行機を離す距離を指示していた。
c322-1	同形異音語（実績）	側	では、威力が作った側の予定どおりだったら、島は無事だったのか。
c322-1	同形異音語（一般）	事	では、威力が作った側の予定どおりだったら、島は無事だったのか。
c322-2	§6の語（コロンビア号）	報告書	同じ報告書は、こう書いている。
c322-3	同形異音語（一般）	人	予定の威力でも、人の住む島は汚れたはずだ
c323-1	文頭の数字	1	1500万トンの威力は、事態をさらに悪くしただけだ、と報告書は言う。
c323-1	§6の語（コロンビア号）	報告書	1500万トンの威力は、事態をさらに悪くしただけだ、と報告書は言う。
c323-1	EL_YOMI 既存	1500万トン→せんごひゃくまんトン×1	1500万トンの威力は、事態をさらに悪くしただけだ、と報告書は言う。
c323-3	文頭の数字	7	700万トンの別の回「ユニオン」の雲も、ブラボーと大差なく昇った。
c323-3	鉤括弧	「	700万トンの別の回「ユニオン」の雲も、ブラボーと大差なく昇った。
c323-3	鉤括弧	」	700万トンの別の回「ユニオン」の雲も、ブラボーと大差なく昇った。
c323-3	EL_YOMI 既存	700万トン→ななひゃくまんトン×1	700万トンの別の回「ユニオン」の雲も、ブラボーと大差なく昇った。
c324-1	同形異音語（一般）	人	では、何が灰を、人の住む島まで運んだのか。
c324-2	同形異音語（実績）	話	よく語られるのは、撃つ前の夜の、風の話である。
c401-1	同形異音語（実績）	話	話を、撃つ前の数日間に戻す。
c401-1	同形異音語（実績）	間	話を、撃つ前の数日間に戻す。
c401-3	EL_YOMI 既存	縦278キロ→縦二百七十八キロ×1	エニウェトクとビキニを囲む、縦278キロ、横556キロの区域である。
c401-3	EL_YOMI 既存	556キロ→ごひゃくごじゅうろくキロ×1	エニウェトクとビキニを囲む、縦278キロ、横556キロの区域である。
c402-1	同形異音語（実績）	側	区域の東の外側には、人の住む島々があった。
c402-1	同形異音語（一般）	人	区域の東の外側には、人の住む島々があった。
c402-2	同形異音語（一般）	人	ロンゲラップに64人、となりのアイリングナエに18人、ウトリックに157人。
c402-2	同形異音語（一般）	人	ロンゲラップに64人、となりのアイリングナエに18人、ウトリックに157人。
c402-2	同形異音語（一般）	人	ロンゲラップに64人、となりのアイリングナエに18人、ウトリックに157人。
c402-2	数詞＋助数詞	64人	ロンゲラップに64人、となりのアイリングナエに18人、ウトリックに157人。
