場面	一致率	送った文	聞こえた文	送信文
pr08-1	1.000	空港は閉められ、行き場を失った便は隣のテネリフェ島へ回された。	空港は閉められ、行き場を失った便は隣のテネリフェ島へ回された。	空港は閉められ、行き場を失った便は隣のテネリフェとうへ回された。
pr08-2	1.000	滑走路が1本しかない、小さな空港である。	滑走路が一本しかない小さな空港である。	滑走路が1本しかない、小さな空港である。
pr09-1	1.000	その1本の上で、二機は向き合うことになる。	その一本の上で二機は向き合うことになる。	その1本の上で、二機は向き合うことになる。
pr09-2	0.903	17時06分50秒、二機はぶつかった。	十七時六分五十秒、二機はぶつかった。	17時06分50秒、二機はぶつかった。
pr09-3	1.000	生きて機体から出られたのは、61人だけである。	生きて機体から出られたのは六十一人だけである。	生きて機体から出られたのは、61人だけである。
pr10-1	1.000	この動画が使う記録は、二つだけである。	この動画が使う記録は二つだけである。	この動画が使う記録は、二つだけである。
pr10-2	1.000	スペインが出した事故報告書と、操縦室の録音の書き起こし。	スペインが出した事故報告書と操縦室の録音の書き起こし	スペインが出した事故報告書と、操縦室の録音の書き起こし。
pr10-3	0.947	時刻は、報告書と同じ世界共通の時計で言う。	時刻は報告書と同じ世界共通の時計でいう	時刻は、報告書と同じ世界共通の時計で言う。
pr11-1	1.000	追いかける問いは、二つある。一つは、なぜ二機がそこに集まったのか。	追いかける問いは二つある。一つは、なぜ二機がそこに集まったのか。	追いかける問いは、二つある。一つは、なぜ二機がそこに集まったのか。
pr11-2	1.000	そして、なぜ「まだ滑走路にいる」という声が届かなかったのか。	そしてなぜまだ滑走路にいるという声が届かなかったのか。	そして、なぜ「まだ滑走路にいる」という声が届かなかったのか。
c101-1	0.820	ボーイング747は、ジャンボ機と呼ばれ、1970年から飛び始めた。	Boeing747はジャンボ機と呼ばれ、1970年から飛び始めた。	ボーイングナナヨンナナは、ジャンボ機と呼ばれ、1970年から飛び始めた。
c101-2	1.000	この日ぶつかった二機は、どちらもこの型である。	この日ぶつかった二機はどちらもこの型である。	この日ぶつかった二機は、どちらもこの型である。
c102-1	0.984	KLMの機体は、登録記号がPH-BUFという1971年製の747。	KLMの機体は登録記号がPHBUFという1971年製の747。	KLMの機体は、登録記号がPH-BUFという1971年製のナナヨンナナ。
c102-2	0.960	この日までに21,195時間飛び、5,202回着陸していた。	この日までに二万一千百九十五時間飛び、五千二百二回着陸していた。	この日までにニマンイッセンヒャクキュウジュウゴ時間飛び、ゴセンニヒャクニ回着陸していた。
c103-1	1.000	パンナムの機体はN736PA、1970年1月に作られたものである。	パンナムの機体はN736PA。 1970年1月に作られたものである。	パンナムの機体はN736PA、1970年1月に作られたものである。
c103-2	1.000	飛んだ時間は25,725時間で、KLM機より長く働いていた。	飛んだ時間は二万五千七百二十五時間で、KLM機より長く働いていた。	飛んだ時間はニマンゴセンナナヒャクニジュウゴ時間で、KLM機より長く働いていた。
c104-1	0.970	KLMの4805便は、定期便ではない。	KLMの四千八百五便は定期便ではない。	KLMの四千八百五便は、定期便ではない。
c104-2	1.000	オランダの旅行会社が借り切った便である。	オランダの旅行会社が借り切った便である。	オランダの旅行会社が借り切った便である。
c104-3	1.000	アムステルダムとラスパルマスを往復する予定だった。	アムステルダムとラスパルマスを往復する予定だった	アムステルダムとラスパルマスを往復する予定だった。
c105-1	1.000	出発はアムステルダムのスキポール空港、27日の朝9時ちょうど。	出発はアムステルダムのスキポール空港。二十七日の朝九時ちょうど。	出発はアムステルダムのスキポール空港、27日の朝9時ちょうど。
c105-2	0.926	事故のときに乗っていたのは、乗員14人と乗客234人である。	事故の時に乗っていたのは乗員十四人と乗客二百三十四人である。	事故のときに乗っていたのは、乗員14人と乗客234人である。
c106-1	0.971	KLMの機長はフェルトハイゼン・ファン・ザンテン。飛んだ時間は11,700時間。	KLMの機長はフェルトハイゼン・ファン・ザンテン。飛んだ時間は一万一千七百時間。	KLMの機長はフェルトハイゼン・ファン・ザンテン。飛んだ時間はイチマンイッセンナナヒャク時間。
c106-2	0.976	そのうち747での時間は、1,545時間だった。	そのうち七四七での時間は千五百四十五時間だった。	そのうちナナヨンナナでの時間は、センゴヒャクヨンジュウゴ時間だった。
c107-1	0.893	この機長は、KLMの飛行訓練でいちばん上の立場にいた人である。	この機長はKLMの飛行訓練で一番上の立場にいた人である。	この機長は、KLMの飛行訓練でいちばん上の立場にいた人である。
c107-2	0.933	教官の仕事を、10年以上続けていた。	教官の仕事を十年以上続けていた。	教官の仕事を、10年以上続けていた。
c108-1	0.958	副操縦士はミュールス。飛んだ時間は9,200時間である。	副操縦士はミュールス。飛んだ時間は九千二百時間である。	副操縦士はミュールス。飛んだ時間は9,200時間である。
c108-2	1.000	そのうち747での時間は、95時間しかなかった。	そのうち七四七での時間は九五時間しかなかった。	そのうちナナヨンナナでの時間は、95時間しかなかった。
c109-1	0.909	747の資格を取ったのは、事故の2か月あまり前の1月19日。	七四七の資格を取ったのは事故の二ヶ月余り前の1月19日。	ナナヨンナナの資格を取ったのは、事故の2か月あまり前のイチガツ19日。
c109-2	1.000	同じ操縦室に、1,545時間の人と95時間の人が並んでいた。	同じ操縦室に1545時間の人と95時間の人が並んでいた。	同じ操縦室に、センゴヒャクヨンジュウゴ時間の人と95時間の人が並んでいた。
c110-1	1.000	その資格の試験をしたのは、誰だったのか。	その資格の試験をしたのは誰だったのか。	その資格の試験をしたのは、誰だったのか。
c110-2	1.000	その資格を出したのは、この機長だった	その資格を出したのはこの機長だった。	その資格を出したのは、この機長だった
c111-1	1.000	三人目は、航空機関士のスフルーダー。747での時間は543時間。	三人目は航空機関士のスフルーダー。七四七での時間は五百四十三時間。	三人目は、航空機関士のスフルーダー。ナナヨンナナでの時間は543時間。
c111-2	1.000	航空機関士は、エンジンや燃料の装置を見張る役である。	航空機関士はエンジンや燃料の装置を見張る役である。	航空機関士は、エンジンや燃料の装置を見張る役である。
c111-3	1.000	当時の747の操縦室は、この三人で回していた。	当時の七四七の操縦室はこの三人で回していた。	当時のナナヨンナナの操縦室は、この三人で回していた。
c112-1	1.000	もう一方の便を見る。パンナム機がロサンゼルスを出たのは、26日。	もう一方の便を見る。パンナム機がロサンゼルスを出たのは26日。	もう一方の便を見る。パンナム機がロサンゼルスを出たのは、26日。
c112-2	1.000	時刻は、世界共通の時計で1時29分と書かれている。	時刻は世界共通の時計で一時二十九分と書かれている。	時刻は、世界共通の時計で1時29分と書かれている。
c113-1	0.947	ニューヨークのケネディ空港に6時17分に着き、乗員が代わった。	ニューヨークのケネディ空港に六時十七分に着き、乗員が変わった。	ニューヨークのケネディ空港に6時17分に着き、乗員が代わった。
c113-2	0.963	燃料を入れ、7時42分にラスパルマスへ向けて離陸している。	燃料を入れ、七時四二分にラスパレマスへ向けて離陸している。	燃料を入れ、7時42分にラスパルマスへ向けて離陸している。
c114-1	0.982	パンナムの機長はグラブス。飛んだ時間は21,043時間である。	パンナムの機長はグラブス。飛んだ時間は二万一千四十三時間である。	パンナムの機長はグラブス。飛んだ時間はニマンイッセンヨンジュウサン時間である。
c114-2	1.000	747には564時間、乗っていた。	七四七には五百六十四時間乗っていた。	ナナヨンナナには564時間、乗っていた。
c115-1	0.909	副操縦士はブラッグ。10,800時間のうち、747が2,796時間。	副操縦士はブラック。 一万八百時間のうち七四七が二千七百九十六時間。	副操縦士はブラッグ。イチマンハッピャク時間のうち、ナナヨンナナが2,796時間。
c115-2	1.000	航空機関士のワーンズは、747で559時間を飛んでいる。	航空機関士のワーンズは七四七で五百五十九時間を飛んでいる。	航空機関士のワーンズは、ナナヨンナナで559時間を飛んでいる。
c116-1	1.000	この三人は、直前の24時間で6時間33分を飛んでいた。	この3人は直前の24時間で6時間33分を飛んでいた。	この三人は、直前の24時間で6時間33分を飛んでいた。
c116-2	0.933	ニューヨークからテネリフェまでの、一本ぶんである。	ニューヨークからテネリフェまでの一本分である。	ニューヨークからテネリフェまでの、一本ぶんである。
c117-1	0.980	パンナム機に乗っていたのは、乗員16人と乗客378人。	パンナム機に乗っていたのは、乗員十六人と乗客三百七十八人。	パンナム機に乗っていたのは、乗員16人と乗客サンビャクナナジュウハチニン。
c117-2	1.000	KLM機よりも、人が多い。	KLM機よりも人が多い。	KLM機よりも、人が多い。
c117-3	1.000	ニューヨークを出た時点で、394人が乗っていたことになる。	ニューヨークを出た時点で三百九十四人が乗っていたことになる。	ニューヨークを出た時点で、394人が乗っていたことになる。
c118-1	0.939	このあとテネリフェで、航空会社の従業員2人が乗り込む。	この後、テネリフェで航空会社の従業員二人が乗り込む。	このあとテネリフェで、航空会社の従業員2人が乗り込む。
c118-2	1.000	補助席に座った2人である。	補助席に座った二人である。	補助席に座った2人である。
c118-3	0.957	二機を合わせると、乗っていた人は644人になった。	二基を合わせると乗っていた人は六百四十四人になった。	二機を合わせると、乗っていた人は644人になった。
c119-1	0.878	747は大きいぶん、地上で置く場所も広く要る。	七四七は大きい分、地上で置く場所も広くいる。	ナナヨンナナは大きいぶん、地上で置く場所も広く要る。
c119-2	1.000	この日、それが効いてくる。	この日、それが効いてくる。	この日、それが効いてくる。
c120-1	1.000	KLMはアムステルダムから南へ、パンナムはニューヨークから東へ。	KLMはアムステルダムから南へ、パンナムはニューヨークから東へ	KLMはアムステルダムから南へ、パンナムはニューヨークから東へ。
c120-2	1.000	別々に飛んできた二つの便の行き先は、同じ空港だった。	別々に飛んできた二つの便の行き先は同じ空港だった。	別々に飛んできた二つの便の行き先は、同じ空港だった。
c201-1	1.000	行き先のラスパルマス空港は、隣のグランカナリア島にある。	行き先のラスパルマス空港は隣のグランカナリア島にある。	行き先のラスパルマス空港は、隣のグランカナリアとうにある。
c201-2	1.000	テネリフェからは、飛行機でおよそ25分の距離である。	テネリフェからは飛行機でおよそ二五分の距離である。	テネリフェからは、飛行機でおよそ25分の距離である。
c202-1	1.000	3月27日、その空港の旅客ターミナルで爆弾が爆発した。	三月二十七日、その空港の旅客ターミナルで爆弾が爆発した。	3月27日、その空港の旅客ターミナルで爆弾が爆発した。
c202-2	1.000	建物の中にいた人たちは、外へ出されることになった。	建物の中にいた人たちは外へ出されることになった。	建物の中にいた人たちは、外へ出されることになった。
c203-1	1.000	報告書は、誰が仕掛けたのかを書いていない。	報告書は誰が仕掛けたのかを書いていない。	報告書は、誰が仕掛けたのかを書いていない。
c203-2	0.951	書いてあるのは、爆発があったことと、そのあとに起きたことだけである。	書いてあるのは爆発があったことと、その後に起きたことだけである。	書いてあるのは、爆発があったことと、そのあとに起きたことだけである。
c204-1	1.000	実際に爆発したのは、一つだけだった。	実際に爆発したのは一つだけだった。	実際に爆発したのは、一つだけだった。
c204-2	1.000	けれども、それで終わりにはならない。空港に、別の知らせが届く。	けれども、それで終わりにはならない。空港に別の知らせが届く。	けれども、それで終わりにはならない。空港に、別の知らせが届く。
c205-1	1.000	二つ目があるかもしれない、という知らせである。	二つ目があるかもしれないという知らせである。	二つ目があるかもしれない、という知らせである。
c205-2	1.000	二つ目の爆弾の予告があった	二つ目の爆弾の予告があった。	二つ目の爆弾の予告があった
c206-1	1.000	空港は、閉められた。空を飛んでいた便が、行き場を失う。	空港は閉められた。空を飛んでいた便が行き場を失う。	空港は、閉められた。空を飛んでいた便が、行き場を失う。
c206-2	1.000	ラスパルマスへ向かっていた便の多くが、行き先を変えられている。	ラスパルマスへ向かっていた便の多くが行き先を変えられている。	ラスパルマスへ向かっていた便の多くが、行き先を変えられている。
c206-3	1.000	大部分がテネリフェへ回された、と報告書は書いている。	大部分がテネリフェへ回されたと報告書は書いている。	大部分がテネリフェへ回された、と報告書は書いている。
c207-1	1.000	回された先が、テネリフェ島のロス・ロデオス空港である。	回された先がテネリフェ島のロスロデオス空港である。	回された先が、テネリフェトウのロス・ロデオス空港である。
c207-2	0.882	KLM機は13時38分に、パンナム機はその37分あとの14時15分に着いた。	KLN機は十三時三十八分に、パンナム機はその三十七分後の十四時十五分に着いた。	KLM機は13時38分に、パンナム機はその37分あとの14時15分に着いた。
c208-1	0.933	パンナムの乗員は、上空で待てないかとたずねていた。	パンナムの乗員は上空で待てないかと尋ねていた。	パンナムの乗員は、上空で待てないかとたずねていた。
c208-2	0.967	そのやりとりは録音に残っているが、結局、この空港へ降ろされている。	そのやり取りは録音に残っているが、結局この空港へ降ろされている。	そのやりとりは録音に残っているが、結局、この空港へ降ろされている。
c209-1	1.000	KLMの乗客は、最初は機内から出されなかった。	KLMの乗客は最初は機内から出されなかった。	KLMの乗客は、最初は機内から出されなかった。
c209-2	1.000	20分ほどしてから、全員がバスでターミナルへ運ばれている。	20分ほどしてから全員がバスでターミナルへ運ばれている。	20分ほどしてから、全員がバスでターミナルへ運ばれている。
c210-1	1.000	バスを降りるとき、乗客は一人ずつカードを渡された。	バスを降りるとき、乗客は一人ずつカードを渡された。	バスを降りるとき、乗客は一人ずつカードを渡された。
c210-2	0.980	4805便の乗り継ぎの客であることを示すカードである。	四千八百五便の乗り継ぎの客であることを示すカードである。	四千八百五便の乗り継ぎの客であることを示すカードである。
c211-1	1.000	パンナムの乗客は、一人も降りなかった。	パンナムの乗客は一人も降りなかった。	パンナムの乗客は、一人も降りなかった。
c211-2	1.000	バスも、カードも、この機体には来なかった。	バスもカードもこの機体には来なかった。	バスも、カードも、この機体には来なかった。
c211-3	1.000	待った時間は、着陸してから3時間近くになった。	待った時間は着陸してから三時間近くになった。	待った時間は、着陸してから3時間近くになった。
c212-1	1.000	ロス・ロデオス空港の駐機場は、回された機体でいっぱいになった。	ロスロデオス空港の駐機場は回された機体でいっぱいになった。	ロス・ロデオス空港の駐機場は、回された機体でいっぱいになった。
c212-2	1.000	報告書は、この状態を「飽和した」という言葉で書いている。	報告書はこの状態を飽和したという言葉で書いている。	報告書は、この状態を「飽和した」という言葉で書いている。
c213-1	0.964	KLM機は、駐機場に入れなかった。停められたのは誘導路である。	KLM機は駐機場に入れなかった。止められたのは誘導路である。	KLM機は、駐機場にハイレなかった。停められたのは誘導路である。
c213-2	0.850	滑走路と平行に走る、その道のいちばん端だった。	滑走路と平行に走るその道の一番端だった。	かっそうろと平行に走る、その道のいちばん端だった。
c214-1	0.815	そのうしろに、3機が順に並んだ。	その後ろに三基が順に並んだ。	そのうしろに、3機が順に並んだ。
c214-2	0.885	ブラーテンスの737、スターリングの727、SATAのDC-8である。	ブラーテンスの七三七、スターリングの七二七、サタのDC八である。	ブラーテンスの737、スターリングの727、サタのDC-8である。
c215-1	0.718	いちばんうしろに、パンナムの747が停まった。	一番後ろにパンナムの747が止まった。	いちばんうしろに、パンナムのナナヨンナナが停まった。
c215-2	1.000	つまり、パンナム機の前にKLM機がいる、という並びになる。	つまりパンナム機の前にKLM機がいるという並びになる。	つまり、パンナム機の前にKLM機がいる、という並びになる。
c216-1	1.000	誘導路は一本道で、追い越すことができない。	誘導路は一本道で追い越すことができない。	誘導路は一本道で、追い越すことができない。
c216-2	0.870	前の機体が動かないかぎり、うしろの機体は出られない。	前の機体が動かない限り、後ろの機体は出られない。	前の機体が動かないかぎり、うしろの機体は出られない。
c217-1	1.000	やがて、ラスパルマス空港が、また開いた。	やがてラスパルマス空港がまた開いた。	やがて、ラスパルマス空港が、また開いた。
c217-2	1.000	二機とも、本来の行き先へ向かう準備を始めることになる。	二機とも本来の行き先へ向かう準備を始めることになる。	ニキとも、本来の行き先へ向かう準備を始めることになる。
c217-3	1.000	その時刻が何時だったかは、報告書に書かれていない。	その時刻が何時だったかは報告書に書かれていない。	その時刻が何時だったかは、報告書に書かれていない。
c218-1	1.000	KLMの乗客は、ターミナルから機内に戻っていった。	KLMの乗客はターミナルから機内に戻っていった。	KLMの乗客は、ターミナルから機内に戻っていった。
c218-2	1.000	戻らなかったのは、そのうち、たった一人だけである。	戻らなかったのはそのうちたった一人だけである。	戻らなかったのは、そのうち、たった一人だけである。
c219-1	1.000	旅行会社の添乗員が、テネリフェに残ることになった。	旅行会社の添乗員がテネリフェに残ることになった。	旅行会社の添乗員が、テネリフェに残ることになった。
c219-2	1.000	報告書は、この人の名前を伏せている。	報告書はこの人の名前を伏せている。	報告書は、この人の名前を伏せている。
c219-3	1.000	この一人だけが、次の便に乗らなかった。	この一人だけが次の便に乗らなかった。	この一人だけが、次の便に乗らなかった。
c220-1	1.000	爆弾のせいで、二機は知らない空港にいる。	爆弾のせいで二機は知らない空港にいる。	爆弾のせいで、二機は知らない空港にいる。
c220-2	1.000	乗客は待たされ、予定は狂った。	乗客は待たされ、予定は狂った。	乗客は待たされ、予定は狂った。
c220-3	1.000	この時点では、遅れは、ただの遅れだった。	この時点では遅れはただの遅れだった。	この時点では、遅れは、ただの遅れだった。
c301-1	1.000	ロス・ロデオス空港は、テネリフェ島の北側にある。	ロスロデオス空港はテネリフェ島の北側にある。	ロス・ロデオス空港は、テネリフェとうの北側にある。
c301-2	1.000	最初の飛行機が降りたのは1930年。島の玄関として使われてきた。	最初の飛行機が降りたのは1930年。島の玄関として使われてきた。	最初の飛行機が降りたのは1930年。島の玄関として使われてきた。
c302-1	0.945	空港の標高は632メートル。山にはさまれた、浅い谷の底にある。	空港の標高は六三二メートル。山に挟まれた浅い谷の底にある。	空港の標高は632メートル。山にはさまれた、浅い谷の底にある。
c302-2	1.000	だから、雲がそのまま地面まで降りてくることがある。	だから雲がそのまま地面まで降りてくることがある。	だから、雲がそのまま地面まで降りてくることがある。
c303-1	0.962	滑走路は、1本しかない。長さ3,400メートル、幅45メートル。	滑走路は一本しかない。長さ三千四百メートル、幅四十五メートル。	かっそうろは、1本しかない。長さサンゼンヨンヒャクメートル、幅45メートル。
c303-2	0.945	滑走路の番号は、向きを表す。12なら、およそ120度の方角へ進む。	滑走路の番号は向きを表す。十二なら、およそ百二十度の方角へ進む。	かっそうろの番号は、向きを表す。12なら、およそ120度の方角へ進む。
c303-3	0.926	反対から入れば300度。だから、同じ1本を12とも30とも呼ぶ。	反対から入れば三百度。だから同じ一本を十二とも三十とも呼ぶ。	反対からハイレバ300度。だから、同じ1本を12とも30とも呼ぶ。
c304-1	0.897	滑走路のわきに、誘導路が1本ある。	滑走路の脇に誘導路が1本ある。	滑走路のわきに、誘導路が1本ある。
c304-2	1.000	誘導路は、機体が地上を動くための道で、離着陸には使わない。	誘導路は機体が地上を動くための道で、離着陸には使わない。	誘導路は、機体が地上を動くための道で、離着陸には使わない。
c304-3	0.881	つなぐ道は4本。駐機場に近いほうからC-1、C-2、C-3、C-4である。	つなぐ道は四本。駐機場に近い方からC1、C2、C3、C4である。	つなぐ道は4本。駐機場に近いほうからC-1、C-2、C-3、C-4である。
c305-1	1.000	この日、駐機場は、回されてきた機体ですっかり埋まった。	この日、駐機場は回されてきた機体ですっかり埋まった。	この日、駐機場は、回されてきた機体ですっかり埋まった。
c305-2	1.000	入りきらない機体は、誘導路に並ぶことになる。	入りきらない機体は誘導路に並ぶことになる。	入りきらない機体は、誘導路に並ぶことになる。
c306-1	1.000	誘導路に並んだ5機のうち、2機がジャンボ機の747である。	誘導路に並んだ五機のうち二機がジャンボ機の七四七である。	誘導路に並んだ5機のうち、2機がジャンボ機のナナヨンナナである。
c306-2	1.000	その2機が、KLMとパンナムだった。残りの3機は、もっと小さい。	その二機がKLMとパンナムだった。残りの三機はもっと小さい。	その2機が、KLMとパンナムだった。残りの3機は、もっと小さい。
c307-1	0.962	平行誘導路が機体で埋まると、出ていく機体は通れなくなる。	平常誘導路が機体で埋まると出ていく機体は通れなくなる。	平行誘導路が機体で埋まると、出ていく機体は通れなくなる。
c307-2	1.000	通り道が、そのまま駐車場になってしまう。	通り道がそのまま駐車場になってしまう。	通り道が、そのまま駐車場になってしまう。
c308-1	0.943	ラスパルマス空港が開いたあと、パンナム機が管制塔を呼んだ。	ラスパルマス空港が開いた後、パンナム機が管制塔を呼んだ。	ラスパルマス空港が開いたあと、パンナム機が管制塔を呼んだ。
c308-2	0.960	エンジンをかける許可がほしい、と伝えている。許可は出た。	エンジンをかける許可が欲しいと伝えている。許可は出た。	エンジンをかける許可がほしい、と伝えている。許可は出た。
c309-1	0.966	ただし、注意が付いていた。地上走行で問題が起きるかもしれない、と。	ただし注意がついていた。地上走行で問題が起きるかもしれないと。	ただし、注意が付いていた。地上走行で問題が起きるかもしれない、と。
c309-2	1.000	前にKLM機がいて、平行誘導路が通れないからである。	前にKLM機がいて平行誘導路が通れないからである。	前にKLM機がいて、平行誘導路が通れないからである。
c310-1	0.923	実際に動く時間になると、そのとおりになった。	実際に動く時間になるとその通りになった。	実際に動く時間になると、そのとおりになった。
c310-2	0.733	あいだにいた3機は、先に出ていった。	間にいた三基は先に出て行った。	あいだにいた3機は、先に出ていった。
c310-3	0.900	残ったのは、道をふさぐKLM機と、そのうしろのパンナム機だけである。	残ったのは道を塞ぐKLM機とその後ろのパンナム機だけである。	残ったのは、道をふさぐKLM機と、そのうしろのパンナム機だけである。
c311-1	1.000	パンナムの副操縦士と航空機関士が、機体を降りた。	パンナムの副操縦士と航空機関士が機体を降りた。	パンナムの副操縦士と航空機関士が、機体を降りた。
c311-2	0.877	二機のあいだに、どれだけのすき間があるのかを確かめるためである。	二機の間にどれだけの隙間があるのかを確かめるためである。	二機のあいだに、どれだけのすき間があるのかを確かめるためである。
c312-1	1.000	見た目で決めることは、しなかった。二人は、地面に降りている。	見た目で決めることはしなかった。二人は地面に降りている。	見た目で決めることは、しなかった。二人は、地面に降りている。
c312-2	0.842	降りて、すき間を測った	降りて隙間を測った。	降りて、すき間を測った
c313-1	1.000	結果は、通れない、だった。	結果は通れないだった。	結果は、通れない、だった。
c313-2	0.927	すき間は、747が通り抜けるには足りなかった。	隙間は七四七が通り抜けるには足りなかった。	すき間は、ナナヨンナナが通り抜けるには足りなかった。
c313-3	1.000	パンナムは、KLM機が動くのを待つしかない。	パンナムはKLM機が動くのを待つしかない。	パンナムは、KLM機が動くのを待つしかない。
c314-1	1.000	KLMが出発の準備を始めたのは、それからおよそ1時間後である。	KLMが出発の準備を始めたのはそれからおよそ一時間後である。	KLMが出発の準備を始めたのは、それからおよそ1時間後である。
c314-2	0.909	そのあいだ、パンナムの乗客は機内で待たされ続けた。	その間、パンナムの乗客は機内で待たされ続けた。	そのあいだ、パンナムの乗客は機内で待たされ続けた。
c315-1	0.875	滑走路は、平らではない。真ん中のあたりが、ふくらんでいる。	滑走路は平らではない。真ん中の辺りが膨らんでいる。	滑走路は、平らではない。真ん中のあたりが、ふくらんでいる。
c316-1	0.696	30側の端は、610メートル。	三十川の橋は六百十メートル。	30がわの端は、610メートル。
c316-2	0.800	12側の端は、629メートル。	十二川の橋は六百二十九メートル。	12がわの端は、629メートル。
c316-3	0.828	いちばん高いのは、C-3という出口のあたりだと報告書は書いている。	一番高いのはC3という出口の辺りだと報告書は書いている。	いちばん高いのは、C-3という出口のあたりだと報告書は書いている。
c317-1	1.000	雲が降りると、管制塔からは、滑走路を走る機体が見えなくなる。	雲が降りると、管制塔からは滑走路を走る機体が見えなくなる。	雲が降りると、かんせいとうからは、滑走路を走る機体が見えなくなる。
c318-1	0.939	誘導路が使えないとき、機体はどこを走ることになるのか。	誘導路が使えない時、機体はどこを走ることになるのか。	誘導路が使えないとき、機体はどこを走ることになるのか。
c318-2	1.000	答えは、滑走路そのものである。着陸してくる機体と、同じ1本を使う。	答えは滑走路そのものである。着陸してくる機体と同じ一本を使う。	答えは、滑走路そのものである。着陸してくる機体と、同じ1本を使う。
c319-1	0.923	滑走路を機体が走っているあいだは、そこに誰も降りられない。	滑走路を機体が走っている間はそこに誰も降りられない。	滑走路を機体が走っているあいだは、そこに誰も降りられない。
c319-2	1.000	だから管制官は、走る機体をできるだけ早く滑走路から出したい。	だから管制官は走る機体をできるだけ早く滑走路から出したい。	だからかんせいかんは、走る機体をできるだけ早く滑走路から出したい。
c320-1	1.000	そしてKLMは、動き出す前に、燃料を足すと決めた。	そしてKLMは動き出す前に燃料を足すと決めた。	そしてKLMは、動き出す前に、燃料を足すと決めた。
c321-1	0.923	行き先は、すぐ隣の島である。それでも、ここで足すことにした。	行き先はすぐ隣の島である。それでもここで絶つことにした。	行き先は、すぐ隣の島である。それでも、ここで足すことにした。
c322-1	1.000	なぜ足したのか。報告書は、その理由まで書き残している。	なぜ足したのか。報告書はその理由まで書き残している。	なぜ足したのか。報告書は、その理由まで書き残している。
c322-2	0.943	そしてこの判断が、うしろにいた機体を止め続けることになる。	そしてこの判断が後ろにいた機体を止め続けることになる。	そしてこの判断が、うしろにいた機体を止め続けることになる。
c401-1	0.954	KLMは管制塔に出発の予定時刻をたずね、燃料を足す必要があると伝えた。	KLMは管制塔に出発の予定時刻を尋ね、燃料を足す必要があると伝えた。	KLMはかんせいとうに出発の予定時刻をたずね、燃料を足す必要があると伝えた。
c401-2	0.973	かかる時間は、およそ30分だと言っている。	かかる時間はおよそ三十分だと言っている。	かかる時間は、およそ30分だと言っている。
c402-1	1.000	30分は、短い時間ではない。	30分は短い時間ではない。	30分は、短い時間ではない。
c402-2	0.943	前にいる機体が30分止まれば、うしろの機体も30分止まる。	前にいる機体が30分止まれば、後ろの機体も30分止まる。	前にいる機体が30分止まれば、うしろの機体も30分止まる。
