行	型	該当	本文
c108-1	§6の語（テネリフェ）	ミュールス	副操縦士はミュールス。飛んだ時間は9,200時間である。
c108-1	桁区切りの数	9,200	副操縦士はミュールス。飛んだ時間は9,200時間である。
c108-2	同形異音語（実績）	間	そのうち747での時間は、95時間しかなかった。
c108-2	同形異音語（実績）	間	そのうち747での時間は、95時間しかなかった。
c108-2	数詞＋助数詞	95時	そのうち747での時間は、95時間しかなかった。
c109-1	文頭の数字	7	747の資格を取ったのは、事故の2か月あまり前の1月19日。
c109-1	同形異音語（一般）	日	747の資格を取ったのは、事故の2か月あまり前の1月19日。
c109-1	数詞＋助数詞	2か月	747の資格を取ったのは、事故の2か月あまり前の1月19日。
c109-1	数詞＋助数詞	1月	747の資格を取ったのは、事故の2か月あまり前の1月19日。
c109-1	数詞＋助数詞	19日	747の資格を取ったのは、事故の2か月あまり前の1月19日。
c109-2	同形異音語（実績）	間	同じ操縦室に、1,545時間の人と95時間の人が並んでいた。
c109-2	同形異音語（実績）	間	同じ操縦室に、1,545時間の人と95時間の人が並んでいた。
c109-2	同形異音語（一般）	人	同じ操縦室に、1,545時間の人と95時間の人が並んでいた。
c109-2	同形異音語（一般）	人	同じ操縦室に、1,545時間の人と95時間の人が並んでいた。
c109-2	数詞＋助数詞	545時	同じ操縦室に、1,545時間の人と95時間の人が並んでいた。
c109-2	数詞＋助数詞	95時	同じ操縦室に、1,545時間の人と95時間の人が並んでいた。
c109-2	§6の語（9.11）	操縦室	同じ操縦室に、1,545時間の人と95時間の人が並んでいた。
c109-2	§6の語（テネリフェ）	操縦室	同じ操縦室に、1,545時間の人と95時間の人が並んでいた。
c109-2	桁区切りの数	1,545	同じ操縦室に、1,545時間の人と95時間の人が並んでいた。
c111-1	同形異音語（実績）	間	三人目は、航空機関士のスフルーダー。747での時間は543時間。
c111-1	同形異音語（実績）	間	三人目は、航空機関士のスフルーダー。747での時間は543時間。
c111-1	同形異音語（一般）	目	三人目は、航空機関士のスフルーダー。747での時間は543時間。
c111-1	数詞＋助数詞	543時	三人目は、航空機関士のスフルーダー。747での時間は543時間。
c111-1	§6の語（テネリフェ）	航空機関士	三人目は、航空機関士のスフルーダー。747での時間は543時間。
c111-1	§6の語（テネリフェ）	スフルーダー	三人目は、航空機関士のスフルーダー。747での時間は543時間。
c111-2	§6の語（テネリフェ）	航空機関士	航空機関士は、エンジンや燃料の装置を見張る役である。
c111-3	同形異音語（一般）	人	当時の747の操縦室は、この三人で回していた。
c111-3	§6の語（9.11）	操縦室	当時の747の操縦室は、この三人で回していた。
c111-3	§6の語（テネリフェ）	操縦室	当時の747の操縦室は、この三人で回していた。
c112-1	同形異音語（実績）	方	もう一方の便を見る。パンナム機がロサンゼルスを出たのは、26日。
c112-1	同形異音語（一般）	日	もう一方の便を見る。パンナム機がロサンゼルスを出たのは、26日。
c112-1	数詞＋助数詞	26日	もう一方の便を見る。パンナム機がロサンゼルスを出たのは、26日。
c112-1	§6の語（テネリフェ）	パンナム	もう一方の便を見る。パンナム機がロサンゼルスを出たのは、26日。
c112-2	数詞＋助数詞	1時	時刻は、世界共通の時計で1時29分と書かれている。
c112-2	数詞＋助数詞	29分	時刻は、世界共通の時計で1時29分と書かれている。
c113-1	数詞＋助数詞	6時	ニューヨークのケネディ空港に6時17分に着き、乗員が代わった。
c113-1	数詞＋助数詞	17分	ニューヨークのケネディ空港に6時17分に着き、乗員が代わった。
c113-1	§6の語（9.11）	乗員	ニューヨークのケネディ空港に6時17分に着き、乗員が代わった。
c113-2	数詞＋助数詞	7時	燃料を入れ、7時42分にラスパルマスへ向けて離陸している。
c113-2	数詞＋助数詞	42分	燃料を入れ、7時42分にラスパルマスへ向けて離陸している。
c113-2	§6の語（テネリフェ）	ラスパルマス	燃料を入れ、7時42分にラスパルマスへ向けて離陸している。
c113-2	§6の語（テネリフェ）	離陸	燃料を入れ、7時42分にラスパルマスへ向けて離陸している。
c114-1	同形異音語（実績）	間	パンナムの機長はグラブス。飛んだ時間は21,043時間である。
c114-1	同形異音語（実績）	間	パンナムの機長はグラブス。飛んだ時間は21,043時間である。
c114-1	数詞＋助数詞	043時	パンナムの機長はグラブス。飛んだ時間は21,043時間である。
c114-1	§6の語（テネリフェ）	パンナム	パンナムの機長はグラブス。飛んだ時間は21,043時間である。
c114-1	§6の語（テネリフェ）	グラブス	パンナムの機長はグラブス。飛んだ時間は21,043時間である。
c114-1	桁区切りの数	21,043	パンナムの機長はグラブス。飛んだ時間は21,043時間である。
c114-2	文頭の数字	7	747には564時間、乗っていた。
c114-2	同形異音語（実績）	間	747には564時間、乗っていた。
c114-2	数詞＋助数詞	564時	747には564時間、乗っていた。
c115-1	同形異音語（実績）	間	副操縦士はブラッグ。10,800時間のうち、747が2,796時間。
c115-1	同形異音語（実績）	間	副操縦士はブラッグ。10,800時間のうち、747が2,796時間。
c115-1	数詞＋助数詞	800時	副操縦士はブラッグ。10,800時間のうち、747が2,796時間。
c115-1	数詞＋助数詞	796時	副操縦士はブラッグ。10,800時間のうち、747が2,796時間。
c115-1	§6の語（テネリフェ）	副操縦士	副操縦士はブラッグ。10,800時間のうち、747が2,796時間。
c115-1	§6の語（テネリフェ）	ブラッグ	副操縦士はブラッグ。10,800時間のうち、747が2,796時間。
c115-1	桁区切りの数	10,800	副操縦士はブラッグ。10,800時間のうち、747が2,796時間。
c115-1	桁区切りの数	2,796	副操縦士はブラッグ。10,800時間のうち、747が2,796時間。
c115-2	同形異音語（実績）	間	航空機関士のワーンズは、747で559時間を飛んでいる。
c115-2	数詞＋助数詞	559時	航空機関士のワーンズは、747で559時間を飛んでいる。
c115-2	§6の語（テネリフェ）	航空機関士	航空機関士のワーンズは、747で559時間を飛んでいる。
c115-2	§6の語（テネリフェ）	ワーンズ	航空機関士のワーンズは、747で559時間を飛んでいる。
c116-1	同形異音語（実績）	間	この三人は、直前の24時間で6時間33分を飛んでいた。
c116-1	同形異音語（実績）	間	この三人は、直前の24時間で6時間33分を飛んでいた。
c116-1	同形異音語（一般）	人	この三人は、直前の24時間で6時間33分を飛んでいた。
c116-1	数詞＋助数詞	24時	この三人は、直前の24時間で6時間33分を飛んでいた。
c116-1	数詞＋助数詞	6時	この三人は、直前の24時間で6時間33分を飛んでいた。
c116-1	数詞＋助数詞	33分	この三人は、直前の24時間で6時間33分を飛んでいた。
c116-2	§6の語（テネリフェ）	テネリフェ	ニューヨークからテネリフェまでの、一本ぶんである。
c117-1	同形異音語（一般）	人	パンナム機に乗っていたのは、乗員16人と乗客378人。
c117-1	同形異音語（一般）	人	パンナム機に乗っていたのは、乗員16人と乗客378人。
c117-1	数詞＋助数詞	16人	パンナム機に乗っていたのは、乗員16人と乗客378人。
c117-1	数詞＋助数詞	378人	パンナム機に乗っていたのは、乗員16人と乗客378人。
c117-1	§6の語（9.11）	乗員	パンナム機に乗っていたのは、乗員16人と乗客378人。
c117-1	§6の語（テネリフェ）	パンナム	パンナム機に乗っていたのは、乗員16人と乗客378人。
c117-2	同形異音語（一般）	人	KLM機よりも、人が多い。
c117-2	§6-1の語	K	KLM機よりも、人が多い。
c117-2	英字・記号	KLM	KLM機よりも、人が多い。
c117-3	同形異音語（一般）	人	ニューヨークを出た時点で、394人が乗っていたことになる。
c117-3	数詞＋助数詞	394人	ニューヨークを出た時点で、394人が乗っていたことになる。
c118-1	同形異音語（一般）	人	このあとテネリフェで、航空会社の従業員2人が乗り込む。
c118-1	数詞＋助数詞	2人	このあとテネリフェで、航空会社の従業員2人が乗り込む。
c118-1	§6の語（テネリフェ）	テネリフェ	このあとテネリフェで、航空会社の従業員2人が乗り込む。
c118-2	同形異音語（一般）	人	補助席に座った2人である。
c118-2	数詞＋助数詞	2人	補助席に座った2人である。
c118-3	同形異音語（一般）	人	二機を合わせると、乗っていた人は644人になった。
c118-3	同形異音語（一般）	人	二機を合わせると、乗っていた人は644人になった。
c118-3	数詞＋助数詞	644人	二機を合わせると、乗っていた人は644人になった。
c118-3	§6の語（テネリフェ）	二機	二機を合わせると、乗っていた人は644人になった。
c119-1	文頭の数字	7	747は大きいぶん、地上で置く場所も広く要る。
c119-1	同形異音語（一般）	上	747は大きいぶん、地上で置く場所も広く要る。
c119-2	同形異音語（一般）	日	この日、それが効いてくる。
c120-1	§6-1の語	K	KLMはアムステルダムから南へ、パンナムはニューヨークから東へ。
c120-1	§6の語（テネリフェ）	パンナム	KLMはアムステルダムから南へ、パンナムはニューヨークから東へ。
c120-1	英字・記号	KLM	KLMはアムステルダムから南へ、パンナムはニューヨークから東へ。
c201-1	§6の語（テネリフェ）	ラスパルマス	行き先のラスパルマス空港は、隣のグランカナリア島にある。
c201-1	§6の語（テネリフェ）	グランカナリア	行き先のラスパルマス空港は、隣のグランカナリア島にある。
c201-2	数詞＋助数詞	25分	テネリフェからは、飛行機でおよそ25分の距離である。
c201-2	§6の語（テネリフェ）	テネリフェ	テネリフェからは、飛行機でおよそ25分の距離である。
c202-1	文頭の数字	3	3月27日、その空港の旅客ターミナルで爆弾が爆発した。
c202-1	同形異音語（一般）	日	3月27日、その空港の旅客ターミナルで爆弾が爆発した。
c202-1	数詞＋助数詞	3月	3月27日、その空港の旅客ターミナルで爆弾が爆発した。
c202-1	数詞＋助数詞	27日	3月27日、その空港の旅客ターミナルで爆弾が爆発した。
c202-2	同形異音語（一般）	物	建物の中にいた人たちは、外へ出されることになった。
c202-2	同形異音語（一般）	人	建物の中にいた人たちは、外へ出されることになった。
c203-1	§6の語（コロンビア号）	報告書	報告書は、誰が仕掛けたのかを書いていない。
c204-1	同形異音語（一般）	一	実際に爆発したのは、一つだけだった。
c205-1	同形異音語（一般）	目	二つ目があるかもしれない、という知らせである。
c205-2	同形異音語（一般）	目	二つ目の爆弾の予告があった
c206-2	§6の語（テネリフェ）	ラスパルマス	ラスパルマスへ向かっていた便の多くが、行き先を変えられている。
c206-3	§6の語（コロンビア号）	報告書	大部分がテネリフェへ回された、と報告書は書いている。
c206-3	§6の語（テネリフェ）	テネリフェ	大部分がテネリフェへ回された、と報告書は書いている。
c207-1	§6の語（テネリフェ）	テネリフェ	回された先が、テネリフェ島のロス・ロデオス空港である。
c207-2	数詞＋助数詞	13時	KLM機は13時38分に、パンナム機はその37分あとの14時15分に着いた。
c207-2	数詞＋助数詞	38分	KLM機は13時38分に、パンナム機はその37分あとの14時15分に着いた。
c207-2	数詞＋助数詞	37分	KLM機は13時38分に、パンナム機はその37分あとの14時15分に着いた。
c207-2	数詞＋助数詞	14時	KLM機は13時38分に、パンナム機はその37分あとの14時15分に着いた。
c207-2	数詞＋助数詞	15分	KLM機は13時38分に、パンナム機はその37分あとの14時15分に着いた。
c207-2	§6-1の語	K	KLM機は13時38分に、パンナム機はその37分あとの14時15分に着いた。
c207-2	§6の語（テネリフェ）	パンナム	KLM機は13時38分に、パンナム機はその37分あとの14時15分に着いた。
c207-2	英字・記号	KLM	KLM機は13時38分に、パンナム機はその37分あとの14時15分に着いた。
c208-1	§6の語（9.11）	乗員	パンナムの乗員は、上空で待てないかとたずねていた。
c208-1	§6の語（テネリフェ）	パンナム	パンナムの乗員は、上空で待てないかとたずねていた。
c209-1	§6-1の語	K	KLMの乗客は、最初は機内から出されなかった。
c209-1	英字・記号	KLM	KLMの乗客は、最初は機内から出されなかった。
c209-2	文頭の数字	2	20分ほどしてから、全員がバスでターミナルへ運ばれている。
c209-2	数詞＋助数詞	20分	20分ほどしてから、全員がバスでターミナルへ運ばれている。
c210-1	同形異音語（一般）	人	バスを降りるとき、乗客は一人ずつカードを渡された。
c210-2	文頭の数字	4	4805便の乗り継ぎの客であることを示すカードである。
c211-1	同形異音語（一般）	人	パンナムの乗客は、一人も降りなかった。
c211-1	§6の語（テネリフェ）	パンナム	パンナムの乗客は、一人も降りなかった。
c211-2	§6の語（9.11）	機体	バスも、カードも、この機体には来なかった。
c211-3	同形異音語（実績）	間	待った時間は、着陸してから3時間近くになった。
c211-3	数詞＋助数詞	3時	待った時間は、着陸してから3時間近くになった。
c211-3	§6の語（テネリフェ）	着陸	待った時間は、着陸してから3時間近くになった。
c212-1	§6の語（9.11）	駐機場	ロス・ロデオス空港の駐機場は、回された機体でいっぱいになった。
c212-1	§6の語（9.11）	機体	ロス・ロデオス空港の駐機場は、回された機体でいっぱいになった。
c212-2	鉤括弧	「	報告書は、この状態を「飽和した」という言葉で書いている。
c212-2	鉤括弧	」	報告書は、この状態を「飽和した」という言葉で書いている。
c212-2	§6の語（コロンビア号）	報告書	報告書は、この状態を「飽和した」という言葉で書いている。
c213-1	§6-1の語	K	KLM機は、駐機場に入れなかった。停められたのは誘導路である。
c213-1	§6の語（9.11）	駐機場	KLM機は、駐機場に入れなかった。停められたのは誘導路である。
c213-1	§6の語（テネリフェ）	誘導路	KLM機は、駐機場に入れなかった。停められたのは誘導路である。
c213-1	英字・記号	KLM	KLM機は、駐機場に入れなかった。停められたのは誘導路である。
c213-2	§6の語（テネリフェ）	滑走路	滑走路と平行に走る、その道のいちばん端だった。
c214-2	§6の語（テネリフェ）	ブラーテンス	ブラーテンスの737、スターリングの727、SATAのDC-8である。
c214-2	§6の語（テネリフェ）	スターリング	ブラーテンスの737、スターリングの727、SATAのDC-8である。
c214-2	英字・記号	SATA	ブラーテンスの737、スターリングの727、SATAのDC-8である。
c214-2	英字・記号	DC	ブラーテンスの737、スターリングの727、SATAのDC-8である。
c215-1	§6の語（テネリフェ）	パンナム	いちばんうしろに、パンナムの747が停まった。
c215-2	§6-1の語	K	つまり、パンナム機の前にKLM機がいる、という並びになる。
c215-2	§6の語（テネリフェ）	パンナム	つまり、パンナム機の前にKLM機がいる、という並びになる。
c215-2	英字・記号	KLM	つまり、パンナム機の前にKLM機がいる、という並びになる。
c216-1	§6の語（テネリフェ）	誘導路	誘導路は一本道で、追い越すことができない。
c216-2	§6の語（9.11）	機体	前の機体が動かないかぎり、うしろの機体は出られない。
c216-2	§6の語（9.11）	機体	前の機体が動かないかぎり、うしろの機体は出られない。
c217-1	§6の語（テネリフェ）	ラスパルマス	やがて、ラスパルマス空港が、また開いた。
c217-2	§6の語（テネリフェ）	二機	二機とも、本来の行き先へ向かう準備を始めることになる。
c217-3	§6の語（コロンビア号）	報告書	その時刻が何時だったかは、報告書に書かれていない。
c218-1	§6-1の語	K	KLMの乗客は、ターミナルから機内に戻っていった。
c218-1	英字・記号	KLM	KLMの乗客は、ターミナルから機内に戻っていった。
c218-2	同形異音語（一般）	人	戻らなかったのは、そのうち、たった一人だけである。
c219-1	§6の語（9.11）	乗員	旅行会社の添乗員が、テネリフェに残ることになった。
c219-1	§6の語（テネリフェ）	テネリフェ	旅行会社の添乗員が、テネリフェに残ることになった。
c219-2	同形異音語（一般）	人	報告書は、この人の名前を伏せている。
c219-2	§6の語（コロンビア号）	報告書	報告書は、この人の名前を伏せている。
c219-3	同形異音語（一般）	人	この一人だけが、次の便に乗らなかった。
c220-1	§6の語（テネリフェ）	二機	爆弾のせいで、二機は知らない空港にいる。
c301-1	同形異音語（実績）	側	ロス・ロデオス空港は、テネリフェ島の北側にある。
c301-1	§6の語（テネリフェ）	テネリフェ	ロス・ロデオス空港は、テネリフェ島の北側にある。
c301-2	数詞＋助数詞	1930年	最初の飛行機が降りたのは1930年。島の玄関として使われてきた。
c302-1	数詞＋助数詞	632メートル	空港の標高は632メートル。山にはさまれた、浅い谷の底にある。
c303-1	数詞＋助数詞	1本	滑走路は、1本しかない。長さ3,400メートル、幅45メートル。
c303-1	数詞＋助数詞	400メートル	滑走路は、1本しかない。長さ3,400メートル、幅45メートル。
c303-1	数詞＋助数詞	45メートル	滑走路は、1本しかない。長さ3,400メートル、幅45メートル。
c303-1	§6の語（テネリフェ）	滑走路	滑走路は、1本しかない。長さ3,400メートル、幅45メートル。
c303-1	桁区切りの数	3,400	滑走路は、1本しかない。長さ3,400メートル、幅45メートル。
c303-2	同形異音語（一般）	表	滑走路の番号は、向きを表す。12なら、およそ120度の方角へ進む。
c303-2	同形異音語（一般）	角	滑走路の番号は、向きを表す。12なら、およそ120度の方角へ進む。
c303-2	§6の語（テネリフェ）	滑走路	滑走路の番号は、向きを表す。12なら、およそ120度の方角へ進む。
c303-3	数詞＋助数詞	1本	反対から入れば300度。だから、同じ1本を12とも30とも呼ぶ。
c304-1	数詞＋助数詞	1本	滑走路のわきに、誘導路が1本ある。
c304-1	§6の語（テネリフェ）	滑走路	滑走路のわきに、誘導路が1本ある。
