# 14本目 セウォル号 ⑤a：pyopenjtalk の利用者辞書（tools/aq_kana.py が読む）。1行1語・MeCab の CSV の形
# 表層形,左文脈ID,右文脈ID,コスト,品詞,細分類1,細分類2,細分類3,活用型,活用形,原形,読み,発音,アクセント型/モーラ数,結合規則
# ⚠️ 表層形の英数字は全角で書く（pyopenjtalk は文を全角に揃えてから引く：「4月」→「４月」）
# ⚠️ アクセント型＝句頭から数えた核の位置（0＝平板）。固有名詞の型は推定＝⑤a-2 の音で確かめる
# ── 割れていた固有名詞（語ごとの変換で「せ'/うぉる'ごー」のように別の句に割れた）
何度,,,1,名詞,一般,*,*,*,*,何度,ナンド,ナンド,1/3,*
何回,,,1,名詞,一般,*,*,*,*,何回,ナンカイ,ナンカイ,1/4,*
何週間,,,1,名詞,一般,*,*,*,*,何週間,ナンシュウカン,ナンシューカン,3/6,*
# 「この章は」が「このあきらは」（人名の読み）。台本の「章」は3か所とも「しょう」（c616・c901・ca02）＝この回の辞書だけに置く
章,,,1,名詞,一般,*,*,*,*,章,ショウ,ショー,1/2,*
# ── 読みの点検（サブエージェント2本が全442行を原文と突き合わせた・12件）。Claude が1件ずつ今の変換で確かめ、
#    同じ語の出る**ほかの行も全部**当たってから入れた（文脈で読みが変わる語は、文脈ごと鍵にした＝ほかの行を壊さない）
大法院,,,1,名詞,固有名詞,組織,*,*,*,大法院,ダイホウイン,ダイホーイン,3/6,*
固縛,,,1,名詞,一般,*,*,*,*,固縛,コバク,コバク,0/3,*
渡し板,,,1,名詞,一般,*,*,*,*,渡し板,ワタシイタ,ワタシイタ,3/5,*
船会社,,,1,名詞,一般,*,*,*,*,船会社,フナガイシャ,フナガイシャ,3/5,*
# 沖の島＝とう と読んだ（c213）。ほかの「島」4行（しま・しまじま）は正しい
沖の島,,,1,名詞,一般,*,*,*,*,沖の島,オキノシマ,オキノシマ,0/5,*
# 上の船＝うえのせん（c802）。「上の階」2行は正しい
上の船,,,1,名詞,一般,*,*,*,*,上の船,ウエノフネ,ウエノフネ,4/5,*
# 上の人たち＝うえのじんたち（cb14）。c206「働く人たち」は ひとたち で正しい
人たち,,,1,名詞,一般,*,*,*,*,人たち,ヒトタチ,ヒトタチ,2/4,*
# 見捨て、＝みすてて（原文に無い「て」が増えた・cb08）。cb12「見捨てた」は正しい
見捨て,,,1,名詞,一般,*,*,*,*,見捨て,ミステ,ミステ,0/3,*
# 研究所が行った＝いった（c814・台本に1か所）
行った,,,1,名詞,一般,*,*,*,*,行った,オコナッタ,オコナッタ,0/5,*
# 船に入れなくなる＝いれなく（cb15）。c408「入れる水」・ed01「気に入れば」は正しい
#   ⚠️「入れなく」までの鍵は MeCab が選ばなかった（入れ＋なく＋なる の切り方のほうが安い）＝「なる」まで含めた
入れなくなる,,,1,名詞,一般,*,*,*,*,入れなくなる,ハイレナクナル,ハイレナクナル,0/7,*
# 通った学校＝とおった（cd04）。c213「パルミドを通った」・c609「船の通った跡」は とおった で正しい
通った学校,,,1,名詞,一般,*,*,*,*,通った学校,カヨッタガッコウ,カヨッタガッコー,0/8,*
# 連濁の誤り（「ヅミスギ」＝しかも ヅ は AquesTalk の表に無い）
積みすぎ,,,1,名詞,一般,*,*,*,*,積みすぎ,ツミスギ,ツミスギ,0/4,*
# 英字が記号として落ちていた（「A甲板の端」→「かんぱんのはし」）
Ａ甲板,,,1,名詞,一般,*,*,*,*,Ａ甲板,エーカンパン,エーカンパン,0/6,*
Ｂ甲板,,,1,名詞,一般,*,*,*,*,Ｂ甲板,ビーカンパン,ビーカンパン,0/6,*
